vehicle_id,vehicle_type,vehicle_desc,make_id,make_name,make_type,model_year,color,date_stolen,year_stolen,month_stolen,location_id,region,country,population,density,area
2275,Hatchback,MARCH,587,Nissan,Standard,2002,Orange,2022-02-17,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2367,Hatchback,MARCH,587,Nissan,Standard,2002,Yellow,2021-12-02,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2441,Hatchback,TIIDA,587,Nissan,Standard,2005,Silver,2021-11-30,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
2671,Utility,NAVARA,587,Nissan,Standard,2005,Green,2022-01-08,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2721,Saloon,PULSAR,587,Nissan,Standard,1995,Silver,2021-12-13,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2754,Stationwagon,ELGRAND,587,Nissan,Standard,2004,Silver,2022-01-21,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2760,Utility,NAVARA,587,Nissan,Standard,2014,Silver,2022-03-12,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3099,Stationwagon,TERRANO,587,Nissan,Standard,1997,Black,2022-02-03,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
3172,Stationwagon,JUKE,587,Nissan,Standard,2012,Black,2022-02-14,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
3238,Saloon,FUGA,587,Nissan,Standard,2009,Brown,2022-01-03,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
3290,Saloon,BLUEBIRD,587,Nissan,Standard,2004,Blue,2022-03-02,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3715,Stationwagon,PRESAGE,587,Nissan,Standard,2005,Grey,2022-01-23,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
4034,Saloon,PRIMERA,587,Nissan,Standard,1996,Grey,2022-03-21,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
4151,Stationwagon,SENTRA,587,Nissan,Standard,1994,Green,2021-11-27,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
4281,Saloon,PRIMERA,587,Nissan,Standard,1997,Red,2022-03-11,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
4344,Hatchback,PULSAR,587,Nissan,Standard,1999,Silver,2021-11-14,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
4378,Saloon,PRIMERA,587,Nissan,Standard,1999,Red,2022-04-05,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
4402,Light Van,CARAVAN,587,Nissan,Standard,1993,White,2022-01-12,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
4483,Saloon,SKYLINE,587,Nissan,Standard,1993,Red,2022-02-01,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
639,Moped,ZIP,594,Piaggio,Standard,2013,Black,2022-01-20,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
712,Moped,ZIP,594,Piaggio,Standard,2013,Black,2022-03-27,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1123,Hatchback,FAMILIA,576,Mazda,Standard,1999,Silver,2022-03-10,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1198,Utility,BOUNTY,576,Mazda,Standard,2004,White,2021-11-08,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
1343,Stationwagon,CAPELLA,576,Mazda,Standard,1999,Silver,2022-01-29,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1344,Stationwagon,CAPELLA,576,Mazda,Standard,1999,Silver,2022-01-29,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1435,Utility,BOUNTY,576,Mazda,Standard,2004,Blue,2021-12-12,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1449,Utility,BOUNTY,576,Mazda,Standard,2005,White,2022-04-01,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
1673,Utility,BOUNTY,576,Mazda,Standard,2006,White,2021-11-06,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
1735,Stationwagon,ATENZA,576,Mazda,Standard,2002,Red,2022-01-24,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1746,Stationwagon,FAMILIA,576,Mazda,Standard,1999,Silver,2022-01-26,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1895,Stationwagon,DEMIO,576,Mazda,Standard,2004,Silver,2022-01-10,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1943,Hatchback,DEMIO,576,Mazda,Standard,1999,Blue,2022-03-05,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1944,Stationwagon,FAMILIA,576,Mazda,Standard,1999,Silver,2022-04-02,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
1960,Stationwagon,DEMIO,576,Mazda,Standard,2003,Silver,2021-12-11,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1975,Stationwagon,FAMILIA,576,Mazda,Standard,2001,Red,2022-02-25,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1979,Utility,BOUNTY,576,Mazda,Standard,2005,Black,2022-03-17,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1984,Stationwagon,DEMIO,576,Mazda,Standard,1996,Green,2021-10-23,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1985,Stationwagon,PREMACY,576,Mazda,Standard,1999,Blue,2022-02-07,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2053,Stationwagon,FAMILIA,576,Mazda,Standard,2000,Black,2022-03-25,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2112,Stationwagon,ATENZA,576,Mazda,Standard,2002,Blue,2022-04-03,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
2154,Saloon,ATENZA,576,Mazda,Standard,2005,Black,2022-02-11,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2198,Saloon,ATENZA,576,Mazda,Standard,2002,Silver,2022-03-22,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2200,Stationwagon,ATENZA,576,Mazda,Standard,2002,Silver,2021-10-28,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
2248,Hatchback,DEMIO,576,Mazda,Standard,2003,Gold,2022-02-12,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2254,Hatchback,ATENZA,576,Mazda,Standard,2002,White,2021-10-20,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
2306,Stationwagon,FAMILIA,576,Mazda,Standard,2002,Red,2021-12-27,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2318,Hatchback,MAZDA3,576,Mazda,Standard,2011,White,2021-12-20,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2327,Saloon,AXELA,576,Mazda,Standard,2006,Blue,2022-04-04,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
2359,Stationwagon,ATENZA,576,Mazda,Standard,2006,Grey,2022-02-28,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2399,Hatchback,DEMIO,576,Mazda,Standard,2006,Silver,2021-12-03,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2425,Stationwagon,ATENZA,576,Mazda,Standard,2006,Black,2021-12-06,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2432,Stationwagon,ATENZA,576,Mazda,Standard,2002,Red,2021-12-16,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2447,Hatchback,DEMIO,576,Mazda,Standard,2005,Silver,2022-03-18,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2451,Utility,BOUNTY,576,Mazda,Standard,2002,White,2022-03-17,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2452,Saloon,ATENZA,576,Mazda,Standard,2003,White,2021-11-04,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
2486,Stationwagon,ATENZA,576,Mazda,Standard,2007,Silver,2022-04-04,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
2579,Hatchback,DEMIO,576,Mazda,Standard,2006,White,2022-01-31,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2591,Saloon,ATENZA,576,Mazda,Standard,2002,Blue,2022-04-01,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
2611,Stationwagon,DEMIO,576,Mazda,Standard,2005,Red,2021-11-06,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
2619,Hatchback,DEMIO,576,Mazda,Standard,2006,White,2022-02-26,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2630,Hatchback,DEMIO,576,Mazda,Standard,2002,Silver,2022-02-27,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2652,Saloon,ATENZA,576,Mazda,Standard,2006,Grey,2022-01-30,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2663,Hatchback,DEMIO,576,Mazda,Standard,2004,Silver,2022-03-24,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2664,Hatchback,DEMIO,576,Mazda,Standard,2004,Silver,2021-12-05,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2691,Hatchback,DEMIO,576,Mazda,Standard,2006,White,2022-03-01,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2732,Saloon,ATENZA,576,Mazda,Standard,2005,White,2022-02-25,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2778,Stationwagon,ATENZA,576,Mazda,Standard,2008,Black,2021-10-30,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
2785,Hatchback,DEMIO,576,Mazda,Standard,2005,Purple,2022-03-23,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2865,Light Van,BONGO,576,Mazda,Standard,2009,White,2022-03-26,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2868,Sports Car,RX-8,576,Mazda,Standard,2005,Blue,2022-03-29,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3068,Hatchback,AXELA,576,Mazda,Standard,2010,Red,2022-03-11,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3193,Hatchback,DEMIO,576,Mazda,Standard,2005,Red,2022-03-12,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3280,Hatchback,DEMIO,576,Mazda,Standard,2004,Silver,2021-12-09,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
3303,Hatchback,DEMIO,576,Mazda,Standard,2005,Silver,2022-01-28,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
3418,Light Van,BONGO,576,Mazda,Standard,2012,White,2021-10-14,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
3487,Stationwagon,ATENZA,576,Mazda,Standard,2003,Silver,2021-10-27,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
3489,Stationwagon,ATENZA,576,Mazda,Standard,2008,Blue,2021-11-29,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
3498,Saloon,ATENZA,576,Mazda,Standard,2008,Red,2022-02-11,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
3505,Light Van,BONGO,576,Mazda,Standard,2008,White,2022-03-06,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3515,Hatchback,AXELA,576,Mazda,Standard,2008,Blue,2022-01-10,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
3633,Hatchback,DEMIO,576,Mazda,Standard,2006,Blue,2021-12-06,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
3677,Utility,B2000,576,Mazda,Standard,1986,Red,2022-02-27,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
3712,Hatchback,DEMIO,576,Mazda,Standard,2008,Silver,2022-03-10,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3760,Stationwagon,PREMACY,576,Mazda,Standard,2011,Silver,2022-01-11,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
3953,Utility,BOUNTY,576,Mazda,Standard,2002,White,2022-02-01,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
4234,Stationwagon,626,576,Mazda,Standard,1996,Red,2022-02-26,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
4242,Saloon,323,576,Mazda,Standard,1997,Green,2021-11-01,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
980,Roadbike,TUONO,505,Aprilia,Standard,2015,Black,2022-02-05,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1018,Moped,SR MOTARD,505,Aprilia,Standard,2016,White,2022-04-01,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
1297,Roadbike,TUONO,505,Aprilia,Standard,2003,Black,2022-03-16,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1304,Roadbike,STX,505,Aprilia,Standard,2021,Red,2022-02-11,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
881,Roadbike,GD250N,554,Hyosung,Standard,2016,Red,2022-01-26,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1214,Roadbike,GT250,554,Hyosung,Standard,2008,Black,2022-03-10,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
769,Light Van,HIACE,619,Toyota,Standard,2002,Green,2021-11-03,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
779,Hatchback,AQUA,619,Toyota,Standard,2015,White,2022-03-17,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
788,Light Van,HIACE,619,Toyota,Standard,2002,White,2022-02-20,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
817,Stationwagon,HILUX,619,Toyota,Standard,1997,Red,2021-11-17,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
1406,Utility,HILUX,619,Toyota,Standard,2004,Silver,2022-03-27,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1414,Light Van,HIACE,619,Toyota,Standard,1999,White,2022-01-25,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1433,Light Van,HIACE,619,Toyota,Standard,2004,White,2022-03-25,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1436,Light Van,HIACE,619,Toyota,Standard,2004,Blue,2022-03-26,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1581,Stationwagon,CALDINA,619,Toyota,Standard,1996,Blue,2022-03-13,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1584,Stationwagon,EMINA,619,Toyota,Standard,1996,Silver,2022-01-06,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1618,Saloon,ALTEZZA,619,Toyota,Standard,1998,White,2022-01-09,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1627,Saloon,AVALON,619,Toyota,Standard,2001,Red,2021-12-17,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1680,Saloon,YARIS,619,Toyota,Standard,2006,Black,2022-01-28,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1719,Stationwagon,ESTIMA,619,Toyota,Standard,1998,Silver,2021-10-15,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1721,Stationwagon,CALDINA,619,Toyota,Standard,1998,Blue,2021-12-17,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1741,Stationwagon,CARIB,619,Toyota,Standard,1997,Blue,2022-01-07,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1750,Utility,HILUX 2.4 SR5,619,Toyota,Standard,1994,Blue,2021-10-08,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1858,Light Van,HIACE,619,Toyota,Standard,2000,White,2022-02-21,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1905,Light Van,HIACE,619,Toyota,Standard,1999,White,2021-11-16,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
1909,Stationwagon,CALDINA,619,Toyota,Standard,2000,White,2021-12-14,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1935,Saloon,CAMRY,619,Toyota,Standard,2008,Silver,2022-02-26,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2012,Hatchback,COROLLA,619,Toyota,Standard,2001,Red,2022-04-05,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
2055,Saloon,AURION,619,Toyota,Standard,2009,Silver,2022-04-02,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
2098,Saloon,ALTEZZA,619,Toyota,Standard,2001,Silver,2021-12-07,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2135,Stationwagon,ALTEZZA,619,Toyota,Standard,2001,Silver,2022-02-23,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
2182,Utility,HILUX,619,Toyota,Standard,2007,Black,2022-03-14,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2207,Stationwagon,ESTIMA,619,Toyota,Standard,2000,Grey,2022-01-13,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2371,Hatchback,DUET,619,Toyota,Standard,2001,Green,2022-01-02,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2379,Stationwagon,IPSUM,619,Toyota,Standard,2003,Silver,2022-01-18,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2446,Utility,HILUX,619,Toyota,Standard,2001,White,2022-01-25,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2463,Stationwagon,HIACE,619,Toyota,Standard,1994,Gold,2022-03-31,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2603,Stationwagon,AVENSIS,619,Toyota,Standard,2006,Silver,2021-10-11,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
2667,Light Van,HIACE,619,Toyota,Standard,2006,Red,2022-03-21,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2685,Heavy Van,HIACE,619,Toyota,Standard,1996,White,2021-12-16,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
2698,Hatchback,PRIUS,619,Toyota,Standard,2009,White,2022-03-09,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2765,Stationwagon,HILUX,619,Toyota,Standard,1997,Green,2022-01-29,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2845,Saloon,MARKX,619,Toyota,Standard,2006,White,2022-03-28,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2849,Light Van,REGIUS,619,Toyota,Standard,2009,Silver,2021-11-13,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
3192,Stationwagon,CALDINA,619,Toyota,Standard,2007,Black,2022-02-14,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
3356,Stationwagon,COROLLA,619,Toyota,Standard,2003,White,2021-12-30,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
3612,Light Van,HIACE,619,Toyota,Standard,2008,Blue,2022-02-09,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
3618,Hatchback,COROLLA,619,Toyota,Standard,2019,White,2022-03-22,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3697,Hatchback,AQUA,619,Toyota,Standard,2014,White,2021-11-28,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
3720,Stationwagon,HILUX,619,Toyota,Standard,1991,Grey,2021-10-25,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
3957,Hatchback,COROLLA,619,Toyota,Standard,2021,White,2022-04-05,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
4024,Hatchback,STARLET,619,Toyota,Standard,1998,Grey,2022-03-02,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
4035,Flat Deck Truck,HI LUX,619,Toyota,Standard,1990,White,2022-01-26,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
4089,Utility,HILUX D/CAB,619,Toyota,Standard,1992,White,2022-02-04,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
4136,Utility,HILUX 2.4 SR5,619,Toyota,Standard,1993,Blue,2022-03-14,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
4184,Hatchback,COROLLA 1.3P XL HBAC,619,Toyota,Standard,1995,White,2022-01-12,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
4273,Utility,HILUX,619,Toyota,Standard,1994,Grey,2021-11-07,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
4389,Utility,HILUX,619,Toyota,Standard,1998,Green,2022-01-17,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
4406,Hatchback,COROLLA,619,Toyota,Standard,2000,Green,2021-12-28,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
4474,Utility,HILUX,619,Toyota,Standard,2000,White,2022-01-10,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
4212,Trailer,TRAILER,584,Mono - Way,Standard,2013,Silver,2022-03-17,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
542,Saloon,S3,511,Bentley,Luxury,1963,White,2022-04-05,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
1307,Moped,LIGERO,593,PGO,Standard,2021,Orange,2022-02-22,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1322,Moped,LIGERO,593,PGO,Standard,2021,White,2022-01-28,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1269,Roadbike,CAFE RACER,563,Keeway,Standard,2020,White,2021-11-15,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
888,Moped,ROMA,617,TNT Motor,Standard,2019,Black,2021-10-16,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
924,Moped,ROMA,617,TNT Motor,Standard,2018,Black,2022-02-16,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
934,Moped,ROMA,617,TNT Motor,Standard,2019,Black,2021-10-08,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1208,Moped,ROMA,617,TNT Motor,Standard,2020,Black,2022-03-23,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1276,Moped,ROMA,617,TNT Motor,Standard,2021,Black,2021-11-15,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
1281,Moped,MOTORCYCLE,617,TNT Motor,Standard,2019,Black,2022-02-27,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1296,Moped,ROMA,617,TNT Motor,Standard,2020,Black,2021-10-20,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1306,Moped,ROMA,617,TNT Motor,Standard,2021,Black,2022-02-14,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1316,Moped,ROMA,617,TNT Motor,Standard,2021,Black,2022-02-01,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1338,Moped,ROMA,617,TNT Motor,Standard,2021,Black,2021-10-13,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
843,Roadbike,FE,553,Husqvarna,Standard,2017,White,2021-12-29,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
973,Roadbike,401,553,Husqvarna,Standard,2019,Silver,2022-02-10,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
679,Moped,THOR,590,Over,Standard,2015,Red,2021-11-27,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
688,Roadbike,FE,552,Husaberg,Standard,2014,Blue,2021-12-18,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1057,Saloon,GALANT,580,Mitsubishi,Standard,1997,White,2021-10-15,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1122,Saloon,LANCER,580,Mitsubishi,Standard,2000,Grey,2022-03-24,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
1395,Saloon,CARISMA,580,Mitsubishi,Standard,1996,Grey,2021-10-31,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1574,Hatchback,COLT,580,Mitsubishi,Standard,2003,Silver,2021-12-16,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1667,Stationwagon,LANCER,580,Mitsubishi,Standard,2001,Silver,2022-02-19,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1752,Light Van,L300,580,Mitsubishi,Standard,2007,White,2022-03-23,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2397,Light Van,L300,580,Mitsubishi,Standard,2012,White,2021-11-05,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
2806,Saloon,GALANT,580,Mitsubishi,Standard,2007,Grey,2022-03-12,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
2875,Saloon,LANCER,580,Mitsubishi,Standard,1993,White,2021-11-11,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
3273,Hatchback,MIRAGE,580,Mitsubishi,Standard,2017,Silver,2022-03-28,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3281,Stationwagon,PAJERO,580,Mitsubishi,Standard,2007,Silver,2022-03-23,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3308,Saloon,LANCER,580,Mitsubishi,Standard,2001,White,2021-11-13,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
3524,Stationwagon,OUTLANDER,580,Mitsubishi,Standard,2014,Grey,2021-11-26,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
3595,Light Van,DELICA,580,Mitsubishi,Standard,1997,Blue,2022-04-04,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
3826,Saloon,LANCER,580,Mitsubishi,Standard,1998,Green,2022-03-30,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
3994,Utility,L200 SPORT D/CAB,580,Mitsubishi,Standard,1990,Gold,2021-11-02,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
4043,Utility,L200,580,Mitsubishi,Standard,1991,Blue,2021-12-25,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
4090,Light Van,L300,580,Mitsubishi,Standard,1992,Grey,2021-10-26,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
4178,Utility,L200 2.0PET 2WD C/C,580,Mitsubishi,Standard,1995,White,2021-12-01,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
4445,Light Van,L300,580,Mitsubishi,Standard,2000,Green,2021-11-16,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
1173,Saloon,COMMODORE,548,Holden,Standard,2004,Red,2022-01-28,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
2222,Stationwagon,CAPTIVA,548,Holden,Standard,2010,Black,2022-04-02,2022,April,109,Wellington,New Zealand,543500,67.52,8049.467
2594,Saloon,COMMODORE,548,Holden,Standard,2013,Green,2021-10-23,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
3163,Saloon,VT COMMODORE,548,Holden,Standard,2000,Black,2022-01-10,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
809,Stationwagon,LEGACY,610,Subaru,Standard,1993,Red,2021-10-08,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1397,Stationwagon,FORESTER,610,Subaru,Standard,2002,Silver,2021-11-12,2021,November,109,Wellington,New Zealand,543500,67.52,8049.467
1655,Stationwagon,IMPREZA,610,Subaru,Standard,1999,Silver,2021-10-28,2021,October,109,Wellington,New Zealand,543500,67.52,8049.467
1716,Stationwagon,IMPREZA,610,Subaru,Standard,1998,Red,2022-01-25,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1717,Saloon,LEGACY,610,Subaru,Standard,1999,Silver,2022-01-10,2022,January,109,Wellington,New Zealand,543500,67.52,8049.467
1737,Saloon,IMPREZA,610,Subaru,Standard,2000,Brown,2022-02-01,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1749,Saloon,LEGACY,610,Subaru,Standard,1999,Blue,2021-12-20,2021,December,109,Wellington,New Zealand,543500,67.52,8049.467
1792,Stationwagon,IMPREZA,610,Subaru,Standard,2004,Red,2022-02-02,2022,Feburary,109,Wellington,New Zealand,543500,67.52,8049.467
1899,Saloon,LEGACY,610,Subaru,Standard,2000,Black,2022-03-07,2022,March,109,Wellington,New Zealand,543500,67.52,8049.467
